,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov
444265,20,Male,57,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
444266,52,Male,73,Post-Grad,White,150k+,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444267,52,Male,52,4-Year,White,40k - 50k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444269,1,Female,23,Some College,White,150k+,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
444275,26,Male,52,2-Year,White,20k - 30k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444276,5,Male,68,2-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444281,24,Male,72,2-Year,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
444310,45,Male,78,Post-Grad,White,Prefer not to say,Domestic Partnership,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444314,12,Male,41,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
444336,45,Male,74,Post-Grad,Other,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
444348,1,Male,69,Some College,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444358,3,Male,78,Post-Grad,White,60k - 70k,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444360,43,Male,77,4-Year,White,70k - 80k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
444365,45,Male,69,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
444366,18,Male,54,Post-Grad,White,150k+,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
444378,24,Female,48,Some College,Hispanic,40k - 50k,Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
444380,23,Male,75,High School Graduate,White,40k - 50k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444385,5,Male,71,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
444388,15,Male,73,Post-Grad,White,120k - 150k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
444399,26,Male,77,4-Year,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
444404,50,Male,68,Post-Grad,White,120k - 150k,Separated,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
444406,28,Male,57,4-Year,White,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
444420,47,Male,72,Some College,White,40k - 50k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
444454,36,Female,57,High School Graduate,White,20k - 30k,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
444456,8,Male,69,2-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
444464,12,Male,65,2-Year,White,30k - 40k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
444498,29,Male,67,4-Year,White,70k - 80k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
444502,43,Female,42,2-Year,White,150k+,Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
444518,52,Male,73,2-Year,Other,30k - 40k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444520,3,Male,84,4-Year,White,40k - 50k,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444525,32,Male,87,High School Graduate,Black,70k - 80k,Married,Hardly at all,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
444547,1,Female,51,High School Graduate,White,100k - 120k,Married,Most of the time,Never Heard / Not Sure,Very Liberal,I Did Not Vote In This Race
444561,13,Female,29,4-Year,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
444572,50,Male,58,Post-Grad,White,50k - 60k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
444579,20,Female,69,High School Graduate,White,50k - 60k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
444581,18,Male,31,Post-Grad,Asian,30k - 40k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
444597,13,Male,68,Post-Grad,White,Prefer not to say,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
444639,7,Male,77,4-Year,White,80k - 100k,Widowed,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
444650,24,Male,59,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
444664,52,Male,81,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
444676,19,Male,35,4-Year,Asian,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
444685,26,Male,72,Post-Grad,White,50k - 60k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
444687,32,Female,50,2-Year,Hispanic,Prefer not to say,Married,Only now and then,Strongly Approve,Liberal,[Democrat / Candidate 1]
444697,2,Male,73,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444699,19,Male,72,Post-Grad,Hispanic,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
444705,51,Female,18,Some College,Asian,80k - 100k,Single / Never Married,Only now and then,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
444721,1,Male,69,4-Year,Mixed,70k - 80k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
444723,42,Male,19,Some College,Hispanic,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
444733,33,Male,61,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
444734,51,Male,59,2-Year,White,10k - 20k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
444736,31,Female,46,Some College,Hispanic,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
444741,24,Male,69,High School Graduate,White,40k - 50k,Divorced,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
444744,24,Male,74,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
444757,13,Male,82,Post-Grad,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
444763,5,Female,77,High School Graduate,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444764,9,Male,76,Some College,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
444792,30,Male,66,4-Year,White,80k - 100k,Divorced,Only now and then,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
444848,28,Male,54,4-Year,Black,30k - 40k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
444890,37,Male,69,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
444894,10,Female,25,High School Graduate,White,40k - 50k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1]
444919,12,Male,69,Post-Grad,White,30k - 40k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
444935,53,Male,73,2-Year,Mixed,60k - 70k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
444951,45,Female,46,4-Year,Hispanic,150k+,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
444992,30,Male,70,4-Year,White,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
444997,3,Male,59,Post-Grad,Other,150k+,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
445000,14,Male,64,Some College,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
445003,14,Male,69,Post-Grad,White,10k - 20k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
445012,37,Male,60,4-Year,White,70k - 80k,Domestic Partnership,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
445018,38,Female,43,Some College,Hispanic,100k - 120k,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
445031,53,Male,39,4-Year,White,150k+,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
445053,43,Male,56,Post-Grad,White,150k+,Separated,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445058,12,Male,64,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
445114,52,Female,48,4-Year,Hispanic,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445156,4,Male,54,4-Year,Hispanic,100k - 120k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
445162,30,Male,61,High School Graduate,Hispanic,100k - 120k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
445167,53,Male,50,High School Graduate,Black,Prefer not to say,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
445179,41,Male,42,4-Year,Black,80k - 100k,Divorced,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
445195,23,Male,80,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
445213,41,Male,83,Post-Grad,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
445238,12,Male,80,Post-Grad,White,120k - 150k,Married,Hardly at all,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445251,11,Male,68,4-Year,White,20k - 30k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
445261,28,Female,51,4-Year,Black,40k - 50k,Divorced,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
445264,24,Male,66,Some College,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445273,47,Male,59,4-Year,White,120k - 150k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
445276,4,Male,57,High School Graduate,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
445306,28,Male,21,Some College,Hispanic,80k - 100k,Single / Never Married,Only now and then,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
445358,42,Male,70,2-Year,White,Prefer not to say,Widowed,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
445362,28,Male,78,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
445367,26,Male,81,4-Year,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445373,34,Male,23,Some College,Hispanic,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
445377,19,Male,78,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445399,1,Male,67,4-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445415,17,Male,79,Post-Grad,White,Less than 10k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445419,50,Male,66,4-Year,White,80k - 100k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445436,51,Male,54,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445445,5,Male,55,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
445508,33,Male,48,Post-Grad,White,150k+,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445522,50,Male,77,2-Year,White,40k - 50k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
445527,41,Female,27,2-Year,Hispanic,10k - 20k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
445550,11,Male,73,4-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
445554,5,Male,60,4-Year,White,40k - 50k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
445560,2,Male,60,4-Year,White,120k - 150k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
445562,45,Male,78,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
445578,16,Female,82,High School Graduate,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445581,25,Male,40,High School Graduate,Mixed,80k - 100k,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
445588,19,Female,63,High School Graduate,White,50k - 60k,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
445589,43,Male,52,Some College,Hispanic,50k - 60k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
445596,23,Male,30,4-Year,White,80k - 100k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
445624,47,Male,78,4-Year,Asian,100k - 120k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445641,23,Male,66,2-Year,White,40k - 50k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
445644,11,Male,86,4-Year,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
445645,7,Female,73,High School Graduate,Mixed,60k - 70k,Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
445648,38,Male,68,Some College,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445709,22,Male,39,4-Year,Hispanic,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
445719,13,Male,42,4-Year,Asian,100k - 120k,Domestic Partnership,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
445729,47,Female,31,4-Year,Hispanic,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
445731,9,Male,80,Some College,Mixed,10k - 20k,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
445738,7,Female,51,4-Year,White,120k - 150k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
445761,28,Female,39,4-Year,Hispanic,70k - 80k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
445803,2,Male,73,Post-Grad,White,50k - 60k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
445807,34,Male,24,Some College,Hispanic,80k - 100k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Not Sure,I Did Not Vote In This Race
445810,3,Male,89,Post-Grad,White,70k - 80k,Married,Only now and then,Strongly Approve,Not Sure,[Democrat / Candidate 1]
445817,32,Female,35,High School Graduate,Hispanic,30k - 40k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
