,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov,voted_gov_num
3080,45,Male,52,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
3081,40,Male,19,High School Graduate,Hispanic,150k+,Single / Never Married,Only now and then,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3082,21,Female,35,2-Year,Black,40k - 50k,Married,Only now and then,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
3083,11,Male,57,High School Graduate,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3084,30,Female,50,Some College,Hispanic,120k - 150k,Married,Some of the time,Never Heard / Not Sure,Conservative,[Republican / Candidate 2],1
3085,24,Female,36,4-Year,Hispanic,80k - 100k,Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3086,33,Male,40,High School Graduate,White,50k - 60k,Married,Don't Know,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3087,17,Male,80,4-Year,White,70k - 80k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3088,42,Male,67,Some College,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
3089,52,Female,30,Post-Grad,Asian,120k - 150k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3090,51,Female,28,4-Year,White,20k - 30k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
3091,43,Male,68,2-Year,Black,60k - 70k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3092,1,Female,72,High School Graduate,White,20k - 30k,Widowed,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3093,32,Male,22,Some College,Asian,Prefer not to say,Single / Never Married,Some of the time,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1],0
3094,15,Female,56,High School Graduate,White,10k - 20k,Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3095,38,Female,31,Post-Grad,Asian,50k - 60k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3096,32,Female,66,No HS,White,30k - 40k,Divorced,Only now and then,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
3097,7,Female,63,High School Graduate,White,80k - 100k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
3098,4,Male,63,Some College,Hispanic,100k - 120k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3099,6,Female,55,Some College,Black,50k - 60k,Single / Never Married,Hardly at all,Never Heard / Not Sure,Conservative,[Democrat / Candidate 1],0
3100,9,Female,38,High School Graduate,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
3101,24,Male,79,4-Year,White,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3102,36,Female,29,Some College,White,70k - 80k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3103,32,Female,52,High School Graduate,Black,20k - 30k,Domestic Partnership,Only now and then,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
3104,27,Female,23,4-Year,Asian,20k - 30k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3105,36,Male,56,2-Year,White,150k+,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2],1
3106,29,Female,45,4-Year,Hispanic,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2],1
3107,53,Female,29,Some College,White,50k - 60k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
3108,47,Female,28,2-Year,Hispanic,30k - 40k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3109,41,Female,32,4-Year,Black,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3110,19,Male,47,2-Year,Mixed,120k - 150k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3111,8,Male,56,4-Year,White,70k - 80k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2],1
3112,52,Male,69,4-Year,White,120k - 150k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3113,33,Male,68,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3114,20,Male,80,4-Year,White,80k - 100k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3115,26,Male,39,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3116,3,Male,51,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3117,11,Female,26,4-Year,White,Prefer not to say,Married,Some of the time,Never Heard / Not Sure,Conservative,[Republican / Candidate 2],1
3118,1,Male,65,Post-Grad,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3119,53,Male,69,Post-Grad,White,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3120,37,Female,40,Some College,Black,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3121,29,Male,47,4-Year,White,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
3122,3,Male,79,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3123,5,Male,69,Post-Grad,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
3124,6,Male,68,Some College,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3125,50,Female,28,2-Year,Mixed,60k - 70k,Domestic Partnership,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
3126,1,Male,75,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Not Sure,[Republican / Candidate 2],1
3127,42,Male,78,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
3128,2,Male,66,4-Year,White,150k+,Domestic Partnership,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3129,12,Female,33,Some College,Hispanic,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3130,27,Male,84,Post-Grad,White,100k - 120k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
3131,15,Male,74,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3132,3,Male,51,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3133,6,Male,70,2-Year,White,30k - 40k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
3134,5,Male,73,Post-Grad,White,120k - 150k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
3135,47,Male,77,Some College,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3136,3,Male,79,Some College,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3137,51,Male,57,High School Graduate,Mixed,10k - 20k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
3138,26,Male,66,Some College,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
3139,3,Male,49,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2],1
3140,1,Male,80,4-Year,Other,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3141,19,Male,68,Post-Grad,White,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3142,52,Male,91,4-Year,White,20k - 30k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3143,11,Male,73,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3144,9,Male,81,Some College,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
3145,26,Male,77,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3146,48,Female,79,High School Graduate,White,30k - 40k,Widowed,Hardly at all,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
3147,5,Male,80,Post-Grad,White,80k - 100k,Separated,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3148,37,Male,77,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3149,8,Male,83,Some College,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3150,3,Male,75,Post-Grad,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
3151,39,Female,50,4-Year,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
3152,5,Male,68,2-Year,White,20k - 30k,Single / Never Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
3153,28,Male,31,Some College,Hispanic,Prefer not to say,Single / Never Married,Don't Know,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1],0
3154,2,Male,82,4-Year,White,40k - 50k,Widowed,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2],1
3155,51,Female,29,4-Year,Hispanic,60k - 70k,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3156,30,Male,53,Some College,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
3157,19,Male,56,Some College,White,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3158,33,Male,80,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3159,50,Female,56,High School Graduate,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
3160,45,Male,75,Post-Grad,White,70k - 80k,Single / Never Married,Most of the time,Never Heard / Not Sure,Conservative,[Republican / Candidate 2],1
3161,45,Male,61,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3162,5,Male,24,Some College,Asian,50k - 60k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3163,30,Male,75,Post-Grad,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3164,31,Male,71,2-Year,White,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3165,12,Male,82,4-Year,White,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3166,30,Female,30,4-Year,Hispanic,60k - 70k,Married,Only now and then,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
3167,7,Male,53,Some College,Mixed,80k - 100k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3168,39,Female,30,Some College,Asian,150k+,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
3169,43,Female,43,4-Year,Black,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3170,34,Male,55,4-Year,Black,50k - 60k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3171,14,Female,52,4-Year,Hispanic,100k - 120k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
3172,50,Male,44,4-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3173,4,Male,81,Post-Grad,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3174,14,Male,30,Post-Grad,Asian,120k - 150k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Republican / Candidate 2],1
3175,11,Male,27,2-Year,White,50k - 60k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3176,26,Female,19,Some College,Hispanic,40k - 50k,Single / Never Married,Don't Know,Never Heard / Not Sure,Not Sure,[Democrat / Candidate 1],0
3177,9,Female,42,4-Year,Black,50k - 60k,Married,Some of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1],0
3178,52,Male,53,High School Graduate,White,150k+,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
3179,15,Male,46,4-Year,White,150k+,Married,Most of the time,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1],0
3180,36,Male,44,4-Year,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
3181,15,Male,67,4-Year,White,80k - 100k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
3182,49,Female,71,4-Year,Black,120k - 150k,Married,Only now and then,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3183,29,Male,48,4-Year,Hispanic,10k - 20k,Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3184,45,Male,59,4-Year,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3185,41,Female,34,2-Year,Hispanic,80k - 100k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3186,12,Male,77,Post-Grad,White,100k - 120k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3187,16,Male,69,Some College,White,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3188,18,Male,71,4-Year,White,70k - 80k,Widowed,Most of the time,Strongly Disapprove,Not Sure,[Republican / Candidate 2],1
3189,12,Female,26,4-Year,White,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3190,7,Male,65,2-Year,White,70k - 80k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3191,13,Male,51,Post-Grad,Hispanic,150k+,Married,Only now and then,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3192,30,Male,85,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
3193,12,Male,73,High School Graduate,White,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3194,41,Male,62,Post-Grad,White,70k - 80k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
3195,25,Female,32,2-Year,Black,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2],1
3196,1,Male,30,Some College,Mixed,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Very Liberal,[Democrat / Candidate 1],0
3197,15,Male,51,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3198,41,Male,29,2-Year,Hispanic,20k - 30k,Married,Only now and then,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3199,52,Male,79,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3200,6,Male,57,2-Year,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Very Conservative,[Democrat / Candidate 1],0
3201,51,Male,67,Some College,Hispanic,40k - 50k,Separated,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3202,32,Female,57,Some College,White,60k - 70k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3203,23,Female,34,2-Year,Hispanic,60k - 70k,Married,Only now and then,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
3204,11,Male,31,Post-Grad,White,70k - 80k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3205,23,Male,71,4-Year,White,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3206,18,Male,65,High School Graduate,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
