,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,ownhome,pid3,voted_gov
42247,45,Male,75,Post-Grad,White,70k - 80k,Single / Never Married,Most of the time,Never Heard / Not Sure,Conservative,Own,Republican,[Republican / Candidate 2]
42249,5,Male,24,Some College,Asian,50k - 60k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
42250,30,Male,75,Post-Grad,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Independent,[Democrat / Candidate 1]
42252,31,Male,71,2-Year,White,150k+,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42255,12,Male,82,4-Year,White,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42257,30,Female,30,4-Year,Hispanic,60k - 70k,Married,Only now and then,Disapprove / Somewhat Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
42258,7,Male,53,Some College,Mixed,80k - 100k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,Rent,Independent,[Democrat / Candidate 1]
42259,39,Female,30,Some College,Asian,150k+,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Democrat,[Democrat / Candidate 1]
42260,43,Female,43,4-Year,Black,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Liberal,Rent,Independent,[Democrat / Candidate 1]
42262,34,Male,55,4-Year,Black,50k - 60k,Married,Some of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
42263,14,Female,52,4-Year,Hispanic,100k - 120k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
42265,50,Male,44,4-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42266,4,Male,81,Post-Grad,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42267,14,Male,30,Post-Grad,Asian,120k - 150k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,Rent,Independent,[Republican / Candidate 2]
42268,11,Male,27,2-Year,White,50k - 60k,Married,Some of the time,Approve / Somewhat Approve,Liberal,Rent,Other,[Democrat / Candidate 1]
42269,26,Female,19,Some College,Hispanic,40k - 50k,Single / Never Married,Don't Know,Never Heard / Not Sure,Not Sure,Rent,Not Sure,[Democrat / Candidate 1]
42270,9,Female,42,4-Year,Black,50k - 60k,Married,Some of the time,Never Heard / Not Sure,Liberal,Own,Democrat,[Democrat / Candidate 1]
42271,52,Male,53,High School Graduate,White,150k+,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,Rent,Republican,[Republican / Candidate 2]
42272,15,Male,46,4-Year,White,150k+,Married,Most of the time,Never Heard / Not Sure,Moderate,Own,Democrat,[Democrat / Candidate 1]
42273,36,Male,44,4-Year,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42275,15,Male,67,4-Year,White,80k - 100k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,Own,Democrat,[Republican / Candidate 2]
42276,49,Female,71,4-Year,Black,120k - 150k,Married,Only now and then,Strongly Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42278,29,Male,48,4-Year,Hispanic,10k - 20k,Married,Some of the time,Strongly Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
42279,45,Male,59,4-Year,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42280,41,Female,34,2-Year,Hispanic,80k - 100k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,Other,Independent,[Republican / Candidate 2]
42281,12,Male,77,Post-Grad,White,100k - 120k,Divorced,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42282,16,Male,69,Some College,White,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,Own,Independent,[Democrat / Candidate 1]
42283,18,Male,71,4-Year,White,70k - 80k,Widowed,Most of the time,Strongly Disapprove,Not Sure,Own,Other,[Republican / Candidate 2]
42285,12,Female,26,4-Year,White,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,Rent,Republican,[Democrat / Candidate 1]
42287,7,Male,65,2-Year,White,70k - 80k,Divorced,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42289,13,Male,51,Post-Grad,Hispanic,150k+,Married,Only now and then,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42290,30,Male,85,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,Own,Republican,[Republican / Candidate 2]
42291,12,Male,73,High School Graduate,White,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
42292,41,Male,62,Post-Grad,White,70k - 80k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
42293,25,Female,32,2-Year,Black,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,Own,Independent,[Republican / Candidate 2]
42295,1,Male,30,Some College,Mixed,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Very Liberal,Own,Other,[Democrat / Candidate 1]
42296,15,Male,51,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
42298,41,Male,29,2-Year,Hispanic,20k - 30k,Married,Only now and then,Strongly Approve,Liberal,Rent,Independent,[Democrat / Candidate 1]
42301,6,Male,57,2-Year,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Very Conservative,Own,Democrat,[Democrat / Candidate 1]
42302,51,Male,67,Some College,Hispanic,40k - 50k,Separated,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
42304,32,Female,57,Some College,White,60k - 70k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
42305,23,Female,34,2-Year,Hispanic,60k - 70k,Married,Only now and then,Strongly Disapprove,Very Conservative,Rent,Republican,[Republican / Candidate 2]
42307,11,Male,31,Post-Grad,White,70k - 80k,Married,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42309,23,Male,71,4-Year,White,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42311,18,Male,65,High School Graduate,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,Rent,Republican,[Republican / Candidate 2]
42313,42,Male,70,4-Year,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42315,38,Female,76,High School Graduate,Native American,40k - 50k,Divorced,Most of the time,Disapprove / Somewhat Disapprove,Conservative,Own,Democrat,[Republican / Candidate 2]
42317,28,Female,28,4-Year,White,100k - 120k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42318,2,Male,84,4-Year,White,70k - 80k,Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42319,12,Male,83,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42320,28,Male,70,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,Own,Other,[Republican / Candidate 2]
42321,46,Male,31,2-Year,White,30k - 40k,Divorced,Only now and then,Strongly Disapprove,Liberal,Own,Other,[Democrat / Candidate 1]
42322,4,Male,68,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42324,1,Female,55,High School Graduate,White,80k - 100k,Married,Don't Know,Strongly Disapprove,Not Sure,Own,Republican,[Republican / Candidate 2]
42326,18,Male,74,2-Year,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42330,41,Male,57,4-Year,White,Prefer not to say,Divorced,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
42331,7,Male,78,Post-Grad,White,40k - 50k,Divorced,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42332,32,Male,21,High School Graduate,Hispanic,30k - 40k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,Own,Democrat,[Democrat / Candidate 1]
42335,43,Female,27,Some College,Native American,80k - 100k,Married,Only now and then,Strongly Disapprove,Very Conservative,Rent,Republican,[Republican / Candidate 2]
42336,36,Female,59,High School Graduate,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42337,41,Female,73,4-Year,Black,100k - 120k,Widowed,Some of the time,Approve / Somewhat Approve,Conservative,Own,Democrat,[Democrat / Candidate 1]
42338,24,Male,76,High School Graduate,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42339,13,Male,69,4-Year,White,40k - 50k,Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42341,23,Male,25,High School Graduate,White,Less than 10k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Rent,Other,[Democrat / Candidate 1]
42344,51,Male,75,Post-Grad,White,30k - 40k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,Rent,Republican,[Republican / Candidate 2]
42345,18,Female,42,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42346,27,Male,30,4-Year,Asian,Prefer not to say,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
42349,39,Male,40,High School Graduate,White,40k - 50k,Divorced,Most of the time,Approve / Somewhat Approve,Conservative,Own,Democrat,[Democrat / Candidate 1]
42351,53,Male,34,4-Year,Hispanic,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
42352,36,Female,57,High School Graduate,Mixed,60k - 70k,Married,Most of the time,Strongly Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42355,6,Male,75,Some College,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
42359,11,Female,66,Some College,Black,40k - 50k,Widowed,Some of the time,Approve / Somewhat Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42362,1,Male,78,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42363,34,Male,51,Post-Grad,White,120k - 150k,Single / Never Married,Most of the time,Strongly Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42364,2,Male,70,4-Year,White,60k - 70k,Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42366,13,Male,78,Post-Grad,White,50k - 60k,Married,Some of the time,Strongly Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42367,33,Male,66,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42368,14,Male,65,4-Year,White,80k - 100k,Divorced,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42369,53,Male,68,Some College,Black,20k - 30k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Very Liberal,Rent,Independent,[Democrat / Candidate 1]
42370,20,Male,57,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
42371,52,Male,73,Post-Grad,White,150k+,Widowed,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
42372,52,Male,52,4-Year,White,40k - 50k,Divorced,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
42373,1,Female,23,Some College,White,150k+,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,Rent,Other,[Republican / Candidate 2]
42374,26,Male,52,2-Year,White,20k - 30k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,Rent,Other,[Republican / Candidate 2]
42375,5,Male,68,2-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
42376,24,Male,72,2-Year,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
42379,45,Male,78,Post-Grad,White,Prefer not to say,Domestic Partnership,Most of the time,Strongly Disapprove,Conservative,Other,Republican,[Republican / Candidate 2]
42380,12,Male,41,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42381,45,Male,74,Post-Grad,Other,150k+,Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42382,1,Male,69,Some College,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
42383,3,Male,78,Post-Grad,White,60k - 70k,Widowed,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42385,45,Male,69,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42386,18,Male,54,Post-Grad,White,150k+,Married,Some of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42387,24,Female,48,Some College,Hispanic,40k - 50k,Married,Some of the time,Approve / Somewhat Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42388,23,Male,75,High School Graduate,White,40k - 50k,Married,Some of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42389,5,Male,71,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42390,15,Male,73,Post-Grad,White,120k - 150k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42391,26,Male,77,4-Year,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42392,50,Male,68,Post-Grad,White,120k - 150k,Separated,Some of the time,Strongly Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
42393,28,Male,57,4-Year,White,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42394,47,Male,72,Some College,White,40k - 50k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42395,36,Female,57,High School Graduate,White,20k - 30k,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,Own,Democrat,[Democrat / Candidate 1]
42396,8,Male,69,2-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42397,12,Male,65,2-Year,White,30k - 40k,Widowed,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42399,29,Male,67,4-Year,White,70k - 80k,Married,Most of the time,Strongly Approve,Very Liberal,Own,Independent,[Democrat / Candidate 1]
42400,43,Female,42,2-Year,White,150k+,Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,Own,Democrat,[Democrat / Candidate 1]
42401,52,Male,73,2-Year,Other,30k - 40k,Divorced,Most of the time,Strongly Disapprove,Conservative,Rent,Other,[Republican / Candidate 2]
42402,3,Male,84,4-Year,White,40k - 50k,Widowed,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42404,32,Male,87,High School Graduate,Black,70k - 80k,Married,Hardly at all,Approve / Somewhat Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42405,1,Female,51,High School Graduate,White,100k - 120k,Married,Most of the time,Never Heard / Not Sure,Very Liberal,Rent,Not Sure,I Did Not Vote In This Race
42408,13,Female,29,4-Year,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,Rent,Democrat,[Democrat / Candidate 1]
42409,50,Male,58,Post-Grad,White,50k - 60k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Rent,Independent,[Democrat / Candidate 1]
42411,20,Female,69,High School Graduate,White,50k - 60k,Married,Most of the time,Strongly Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42412,18,Male,31,Post-Grad,Asian,30k - 40k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
42414,13,Male,68,Post-Grad,White,Prefer not to say,Single / Never Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42416,7,Male,77,4-Year,White,80k - 100k,Widowed,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42417,24,Male,59,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,Own,Democrat,[Republican / Candidate 2]
