,dist,cong,gender,birthyr,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov
438079,10,115,Male,1972,46,4-Year,Black,50k - 60k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
438093,17,115,Female,1946,72,High School Graduate,White,Prefer not to say,Married,Most of the time,Disapprove / Somewhat Disapprove,Not Sure,[Republican / Candidate 2]
438094,6,115,Male,1980,38,2-Year,Asian,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
438102,48,115,Male,1975,43,Post-Grad,Asian,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
438122,53,115,Female,1956,62,High School Graduate,Mixed,50k - 60k,Divorced,Some of the time,Strongly Disapprove,Liberal,[Democrat / Candidate 1]
438129,18,115,Male,1975,43,4-Year,Asian,120k - 150k,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
438142,8,115,Female,1943,75,High School Graduate,White,10k - 20k,Widowed,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
438146,53,115,Female,1942,76,High School Graduate,White,60k - 70k,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
438158,6,115,Male,1997,21,High School Graduate,Asian,10k - 20k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
438159,15,115,Female,1941,77,High School Graduate,White,120k - 150k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
438185,4,115,Female,1938,80,4-Year,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
438236,31,115,Female,1978,40,Post-Grad,Asian,Prefer not to say,Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2]
438238,10,115,Male,1983,35,4-Year,Middle Eastern,30k - 40k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
438265,12,115,Female,1990,28,4-Year,Asian,50k - 60k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
438267,53,115,Male,1977,41,4-Year,White,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
438272,42,115,Male,1971,47,Some College,Black,80k - 100k,Married,Only now and then,Approve / Somewhat Approve,Not Sure,[Democrat / Candidate 1]
438274,19,115,Male,1969,49,4-Year,Asian,150k+,Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
438297,48,115,Female,1990,28,Post-Grad,Asian,120k - 150k,Single / Never Married,Hardly at all,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
438314,12,115,Male,1975,43,4-Year,Asian,150k+,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
438315,18,115,Male,1981,37,Post-Grad,Asian,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
438322,43,115,Female,1988,30,Post-Grad,Black,50k - 60k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
438326,39,115,Female,1992,26,4-Year,Hispanic,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
438334,31,115,Female,1988,30,4-Year,Hispanic,100k - 120k,Married,Only now and then,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
438342,45,115,Female,1988,30,Post-Grad,Hispanic,80k - 100k,Single / Never Married,Most of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
438343,31,115,Male,1977,41,4-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
438358,22,115,Female,1963,55,High School Graduate,Hispanic,Less than 10k,Divorced,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
438364,19,115,Male,1980,38,4-Year,Asian,150k+,Married,Don't Know,Never Heard / Not Sure,Moderate,I Did Not Vote In This Race
438371,25,115,Female,1964,54,No HS,Hispanic,100k - 120k,Married,Hardly at all,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
438377,22,115,Female,1984,34,High School Graduate,Black,Less than 10k,Single / Never Married,Only now and then,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
438387,27,115,Male,1972,46,Some College,Hispanic,30k - 40k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
438417,29,115,Female,1953,65,High School Graduate,White,30k - 40k,Divorced,Only now and then,Never Heard / Not Sure,Conservative,[Republican / Candidate 2]
438419,47,115,Male,1965,53,2-Year,Asian,80k - 100k,Divorced,Only now and then,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
438422,6,115,Male,1981,37,Post-Grad,Asian,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
438426,38,115,Male,1973,45,High School Graduate,Black,Prefer not to say,Single / Never Married,Hardly at all,Strongly Approve,Moderate,[Democrat / Candidate 1]
438427,28,115,Male,1975,43,4-Year,White,80k - 100k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
438432,21,115,Female,1965,53,Some College,White,20k - 30k,Separated,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
438462,36,115,Female,1966,52,2-Year,White,20k - 30k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
438463,31,115,Male,1973,45,2-Year,Hispanic,30k - 40k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
438464,53,115,Female,1962,56,Some College,Hispanic,20k - 30k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
438465,18,115,Male,1978,40,4-Year,Asian,150k+,Married,Most of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
438470,5,115,Female,1991,27,Some College,Hispanic,30k - 40k,Single / Never Married,Some of the time,Strongly Disapprove,Liberal,[Democrat / Candidate 1]
438487,21,115,Female,1982,36,2-Year,Hispanic,Less than 10k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
438498,39,115,Female,1998,20,Some College,Asian,Prefer not to say,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
438502,41,115,Male,1993,25,High School Graduate,Hispanic,10k - 20k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Very Liberal,[Republican / Candidate 2]
438503,28,115,Female,1982,36,Post-Grad,Hispanic,60k - 70k,Married,Most of the time,Strongly Disapprove,Not Sure,[Democrat / Candidate 1]
438514,27,115,Male,1978,40,4-Year,Hispanic,100k - 120k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
438574,7,115,Female,1962,56,Some College,Hispanic,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
438657,27,115,Male,1975,43,4-Year,Asian,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
438704,2,115,Male,1974,44,4-Year,Asian,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
438727,31,115,Male,1979,39,Some College,White,60k - 70k,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
438780,43,115,Male,1987,31,4-Year,Hispanic,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
438826,4,115,Male,1974,44,4-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
438842,43,115,Male,1975,43,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
438850,19,115,Male,1981,37,4-Year,White,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
438864,32,115,Male,1992,26,2-Year,Hispanic,10k - 20k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
438890,38,115,Male,1998,20,Some College,Asian,Prefer not to say,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
438891,8,115,Male,1947,71,High School Graduate,White,30k - 40k,Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2]
438928,49,115,Male,1981,37,Post-Grad,Asian,150k+,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
438937,41,115,Male,1966,52,High School Graduate,White,10k - 20k,Single / Never Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
438941,34,115,Male,1985,33,High School Graduate,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
438953,52,115,Male,1977,41,Post-Grad,Asian,100k - 120k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
438998,14,115,Male,1984,34,4-Year,Asian,150k+,Married,Only now and then,Disapprove / Somewhat Disapprove,Liberal,[Republican / Candidate 2]
438999,47,115,Female,1961,57,High School Graduate,White,30k - 40k,Divorced,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
439000,1,115,Male,1937,81,High School Graduate,White,30k - 40k,Widowed,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
439002,9,115,Male,1961,57,High School Graduate,White,40k - 50k,Widowed,Hardly at all,Never Heard / Not Sure,Conservative,Not Sure
439005,20,115,Male,1984,34,No HS,Hispanic,40k - 50k,Domestic Partnership,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
439017,38,115,Male,1952,66,High School Graduate,White,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
439030,45,115,Female,1966,52,2-Year,Black,10k - 20k,Domestic Partnership,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
439035,14,115,Male,1980,38,4-Year,White,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
439052,6,115,Female,1982,36,Post-Grad,Hispanic,120k - 150k,Divorced,Most of the time,Strongly Approve,Conservative,[Democrat / Candidate 1]
439099,47,115,Female,1985,33,4-Year,Hispanic,40k - 50k,Single / Never Married,Most of the time,Strongly Disapprove,Not Sure,[Democrat / Candidate 1]
439124,44,115,Female,1995,23,4-Year,Hispanic,40k - 50k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
439143,27,115,Male,1982,36,4-Year,Asian,100k - 120k,Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
439145,53,115,Male,1979,39,4-Year,White,150k+,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
439167,28,115,Female,1970,48,4-Year,Black,80k - 100k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
439179,38,115,Male,1957,61,High School Graduate,Hispanic,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
439200,35,115,Male,1979,39,Post-Grad,Asian,120k - 150k,Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
439219,49,115,Male,1977,41,4-Year,Asian,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
439226,34,115,Male,1988,30,4-Year,White,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
439230,25,115,Female,1958,60,High School Graduate,White,30k - 40k,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
439255,17,115,Male,1993,25,4-Year,Asian,100k - 120k,Married,Only now and then,Strongly Approve,Liberal,[Democrat / Candidate 1]
439258,46,115,Male,1987,31,Post-Grad,Asian,70k - 80k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
439298,43,115,Female,1966,52,Some College,Black,10k - 20k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
439325,46,115,Male,1983,35,High School Graduate,White,80k - 100k,Single / Never Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
439352,29,115,Male,1959,59,4-Year,White,20k - 30k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
439392,8,115,Female,1972,46,High School Graduate,Black,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
439399,49,115,Female,1956,62,4-Year,Hispanic,70k - 80k,Widowed,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
439408,50,115,Female,1989,29,High School Graduate,Asian,Less than 10k,Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
439414,40,115,Female,1982,36,Some College,Hispanic,80k - 100k,Married,Only now and then,Strongly Disapprove,Moderate,[Republican / Candidate 2]
439441,39,115,Male,1969,49,4-Year,White,30k - 40k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
439521,14,115,Female,1946,72,High School Graduate,White,120k - 150k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
439531,26,115,Male,1974,44,No HS,White,150k+,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
439562,4,115,Female,1955,63,High School Graduate,White,30k - 40k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
439600,14,115,Female,1941,77,High School Graduate,White,60k - 70k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
439604,43,115,Male,1994,24,4-Year,Mixed,120k - 150k,Single / Never Married,Some of the time,Strongly Disapprove,Very Liberal,[Democrat / Candidate 1]
439615,39,115,Male,1982,36,Post-Grad,Asian,100k - 120k,Married,Some of the time,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
439616,12,115,Female,1988,30,4-Year,White,100k - 120k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
439621,29,115,Male,1970,48,Some College,Hispanic,150k+,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
439642,26,115,Male,1975,43,Post-Grad,Asian,150k+,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
439656,7,115,Male,1971,47,High School Graduate,White,Prefer not to say,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
439663,23,115,Male,1991,27,2-Year,Hispanic,30k - 40k,Domestic Partnership,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
439664,25,115,Male,1959,59,4-Year,Black,120k - 150k,Divorced,Most of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
439669,14,115,Female,1947,71,High School Graduate,White,40k - 50k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
439693,50,115,Female,1988,30,4-Year,White,40k - 50k,Domestic Partnership,Only now and then,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
439696,50,115,Male,1951,67,Some College,Black,120k - 150k,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
439719,7,115,Female,1977,41,4-Year,Hispanic,80k - 100k,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
439737,2,115,Male,1976,42,High School Graduate,White,100k - 120k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
439756,8,115,Male,1969,49,High School Graduate,White,20k - 30k,Married,Most of the time,Approve / Somewhat Approve,Very Conservative,[Republican / Candidate 2]
440009,11,115,Male,1988,30,4-Year,White,150k+,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
440014,53,115,Male,1985,33,2-Year,White,80k - 100k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
440042,6,115,Male,1970,48,4-Year,Asian,150k+,Married,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
440045,46,115,Female,1967,51,High School Graduate,Hispanic,60k - 70k,Divorced,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
440092,5,115,Male,1959,59,4-Year,Mixed,Prefer not to say,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
440099,5,115,Female,1945,73,Some College,White,30k - 40k,Divorced,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
440107,29,115,Female,1975,43,Some College,Black,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
